Date,Open,High,Low,Average,Close,Change,Volume,Volume Change
2024-04-16 09:00,0.038562543,0.038562543,0.038301419,0.038431981,0.038562543,0.0,6634.792812063,0.0
2024-04-16 10:00,0.038562543,0.038562543,0.037782964,0.038172753,0.037782964,-2.021596507,402.869825476,-93.927921536
2024-04-16 11:00,0.037782964,0.037782964,0.025286714,0.031534839,0.03569722,-5.520329155,264787.954005768,65625.437166478
2024-04-16 12:00,0.03569722,0.036154615,0.03569722,0.035925918,0.036002352,0.854778996,11713.935201579,-95.576107212
2024-04-16 13:00,0.036002352,0.037270493,0.035183384,0.036226938,0.035594901,-1.131733849,47750.922142,307.642020553
2024-04-16 14:00,0.035594901,0.03594603,0.03528089,0.03561346,0.03528089,-0.882180831,9719.206416846,-79.646034085
2024-04-16 15:00,0.03528089,0.03528089,0.034652845,0.034966867,0.034652845,-1.780127717,4195.880757217,-56.828977827
2024-04-16 16:00,0.034652845,0.034652845,0.031552136,0.033102491,0.033425249,-3.542553289,56848.860756278,1254.87312547
2024-04-16 17:00,0.033425249,0.035104805,0.033425249,0.034265027,0.03399557,1.706256769,36794.307931678,-35.276965198
2024-04-16 18:00,0.03399557,0.035011213,0.032874624,0.033942919,0.032874624,-3.297330253,46441.82231256,26.220127306
2024-04-16 19:00,0.032874624,0.034956401,0.032874624,0.033915513,0.034643974,5.382115149,24477.966882946,-47.293267869
2024-04-16 20:00,0.034643974,0.034643974,0.034570177,0.034607076,0.034582926,-0.176216397,64.843163657,-99.735095795
2024-04-16 21:00,0.034582926,0.036741992,0.034582926,0.035662459,0.036741992,6.243157298,28344.826957538,43612.89949294
2024-04-16 22:00,0.036741992,0.03680888,0.036733307,0.036771093,0.03680888,0.18204885,2086.585552297,-92.638566623
2024-04-16 23:00,0.03680888,0.037105263,0.033528872,0.035317068,0.035881254,-2.520114826,75159.061829346,3502.011992587
2024-04-17 00:00,0.035881254,0.037175474,0.035834925,0.036505199,0.036902144,2.845190115,31199.18753034,-58.489120578
2024-04-17 01:00,0.036902144,0.037022062,0.035893453,0.036457758,0.036320236,-1.576896565,29456.477493064,-5.585754551
2024-04-17 02:00,0.036320236,0.036505019,0.036154562,0.03632979,0.036505019,0.508761531,3476.013689079,-88.199492998
2024-04-17 03:00,0.036505019,0.036681836,0.036382987,0.036532412,0.036681836,0.484363755,619.438382519,-82.179633398
2024-04-17 04:00,0.036681836,0.037171596,0.036227554,0.036699575,0.036806667,0.340306794,27888.805383605,4402.272731342
2024-04-17 05:00,0.036806667,0.037193031,0.036806667,0.036999849,0.037193031,1.049711475,2589.992224833,-90.713147483
2024-04-17 06:00,0.037193031,0.037193031,0.03705937,0.0371262,0.037124444,-0.184407311,1422.531991749,-45.075819992
2024-04-17 07:00,0.037124444,0.037374385,0.037053886,0.037214135,0.037053886,-0.190057386,7824.643480651,450.050440063
2024-04-17 08:00,0.037053886,0.039028953,0.037053886,0.03804142,0.03765529,1.623052132,51864.944951126,562.840998179
2024-04-17 09:00,0.03765529,0.037731639,0.03765529,0.037693464,0.037731639,0.202756012,700.532654473,-98.649313799
2024-04-17 10:00,0.037731639,0.037731639,0.037520152,0.037625895,0.037520152,-0.560501705,1721.806518275,145.7853331
2024-04-17 12:00,0.037520152,0.037520152,0.036887103,0.037203628,0.036887103,-1.687223073,4226.959826239,145.495633881
2024-04-17 13:00,0.036887103,0.03722002,0.036887103,0.037053562,0.03722002,0.902529857,1003.76015561,-76.253378388
2024-04-17 14:00,0.03722002,0.03722002,0.033271021,0.035245521,0.034049208,-8.519103574,38560.505835306,3741.605548874
2024-04-17 15:00,0.034049208,0.034049208,0.033449043,0.033749126,0.033449043,-1.762640343,1918.368581271,-95.025043008
2024-04-17 16:00,0.033449043,0.033804724,0.033449043,0.033626884,0.033804724,1.063350155,480.103176876,-74.973361138
2024-04-17 17:00,0.033804724,0.033804724,0.033431975,0.033618349,0.033578363,-0.669611941,3431.244165231,614.688910738
2024-04-17 18:00,0.033578363,0.037574071,0.033578363,0.035576217,0.035574885,5.945856711,56815.182749748,1555.818706388
2024-04-17 20:00,0.035574885,0.035574885,0.034319817,0.034947351,0.034560641,-2.851009565,15596.642518206,-72.548460177
2024-04-17 21:00,0.034560641,0.034560641,0.032513074,0.033536857,0.032762947,-5.201564828,24357.096221586,56.168843347
2024-04-17 22:00,0.032762947,0.035408183,0.031214281,0.033311232,0.034152841,4.242272993,110061.278269283,351.86535073
2024-04-17 23:00,0.034152841,0.034408491,0.03277461,0.03359155,0.033491054,-1.937720592,24418.022895258,-77.814156551
2024-04-18 00:00,0.033491054,0.033491054,0.032699793,0.033095424,0.032829065,-1.976613962,11641.886536664,-52.322566874
2024-04-18 01:00,0.032829065,0.033316829,0.032829065,0.033072947,0.033316829,1.485767596,3111.941881588,-73.269436429
2024-04-18 02:00,0.033316829,0.033316829,0.033100871,0.03320885,0.033100871,-0.648193738,1986.052279775,-36.179647457
2024-04-18 03:00,0.033100871,0.033700159,0.033075061,0.03338761,0.033075061,-0.077975697,8248.913952684,315.342236289
2024-04-18 04:00,0.033075061,0.033312073,0.033075061,0.033193567,0.033312073,0.716590166,1001.860606284,-87.854636234
2024-04-18 05:00,0.033312073,0.033563888,0.032945234,0.033254561,0.032945234,-1.10122157,8964.334011702,794.768589111
2024-04-18 06:00,0.032945234,0.035172809,0.032356422,0.033764616,0.034900388,5.934559168,54030.426266828,502.726607423
2024-04-18 07:00,0.034900388,0.03491931,0.034524946,0.034722128,0.034524946,-1.075753913,7343.084962158,-86.409352157
2024-04-18 08:00,0.034524946,0.034524946,0.034256353,0.034390649,0.034256353,-0.777966558,4635.535006438,-36.872104431
2024-04-18 09:00,0.034256353,0.034313271,0.034256353,0.034284812,0.034257287,0.002724736,1086.218854926,-76.567562246
2024-04-18 10:00,0.034257287,0.034257287,0.032155894,0.03320659,0.033288808,-2.827071825,41762.655060238,3744.773534434
2024-04-18 11:00,0.033288808,0.034049261,0.033288808,0.033669035,0.034049261,2.284409952,146.592420057,-99.648986828
2024-04-18 12:00,0.034049261,0.034061046,0.034049261,0.034055154,0.034061046,0.034610837,49.205279962,-66.433953445
2024-04-18 14:00,0.034061046,0.035466412,0.033982876,0.034724644,0.034950553,2.611508725,37177.692564795,75456.307358871
2024-04-18 15:00,0.034950553,0.034950553,0.03355472,0.034252637,0.033710965,-3.546690626,17740.456113823,-52.281987154
2024-04-18 16:00,0.033710965,0.039988762,0.033710965,0.036849863,0.036599251,8.56779309,107366.523372971,505.2072319
2024-04-18 17:00,0.036599251,0.038321921,0.036312691,0.037317306,0.036677757,0.214503046,49824.843835951,-53.593687985
2024-04-18 18:00,0.036677757,0.036677757,0.034369698,0.035523728,0.034369698,-6.29280453,36834.623815894,-26.071772674
2024-04-18 19:00,0.034369698,0.036452427,0.034369698,0.035411063,0.036452427,6.059783481,890.715244279,-97.581853289
2024-04-18 20:00,0.036452427,0.036452427,0.035938116,0.036195272,0.036316359,-0.373276675,9075.196245369,918.866164429
2024-04-18 21:00,0.036316359,0.036316359,0.036076259,0.036196309,0.036076259,-0.661134057,184.295762249,-97.969236617
