Date,Open,High,Low,Average,Close,Change,Volume,Volume Change
2024-04-18 01:00,1.905528337,1.922958415,1.905511715,1.914235065,1.905511715,0.0,21864.469973751,0.0
2024-04-18 03:00,1.905511715,1.942880014,1.905511715,1.924195864,1.93296245,1.440596485,13594.935474401,-37.821792658
2024-04-18 05:00,1.93296245,1.946358987,1.93296245,1.939660718,1.93746114,0.232735503,15555.563019793,14.421749548
2024-04-18 06:00,1.93746114,1.93746114,1.902918455,1.920189797,1.908011253,-1.520024632,13081.816518303,-15.90264845
2024-04-18 07:00,1.908011253,1.908104753,1.894428378,1.901266566,1.908104753,0.004900372,5266.983469165,-59.738133754
2024-04-18 08:00,1.908104753,1.927942745,1.897250978,1.912596861,1.927942745,1.039669972,15902.377650003,201.925717882
2024-04-18 09:00,1.927942745,1.939032795,1.927942745,1.93348777,1.938397831,0.542292339,6221.031587738,-60.879865108
2024-04-18 10:00,1.938397831,1.954738226,1.938397831,1.946568028,1.954738226,0.842984595,3496.141165117,-43.80126325
2024-04-18 11:00,1.954738226,1.972082379,1.954738226,1.963410303,1.972082379,0.887287797,1191.037797585,-65.932788714
2024-04-18 12:00,1.972082379,1.999167865,1.972082379,1.985625122,1.981739895,0.489711547,12772.66722545,972.398143145
2024-04-18 13:00,1.981739895,1.981739895,1.954949953,1.968344924,1.954949953,-1.351839422,14395.854735722,12.708289362
2024-04-18 14:00,1.954949953,2.015280608,1.954949953,1.985115281,2.015280608,3.086045966,43501.410650348,202.180116769
2024-04-18 16:00,2.015280608,2.015280608,1.989018287,2.002149447,1.989018287,-1.303159477,740.533513574,-98.297679311
2024-04-18 17:00,1.989018287,1.989018287,1.972108913,1.9805636,1.972108913,-0.850136718,11190.115868793,1411.088379347
2024-04-18 19:00,1.972108913,1.979132045,1.972108913,1.975620479,1.979132045,0.356122928,4390.917205095,-60.760753002
2024-04-18 20:00,1.979132045,1.987882953,1.979132045,1.983507499,1.987882953,0.44215889,4494.814791457,2.366193246
2024-04-18 21:00,1.987882953,1.997159049,1.987882953,1.992521001,1.989203165,0.066412981,4356.904154219,-3.068216237
2024-04-18 22:00,1.989203165,2.002221644,1.989203165,1.995712405,2.002221644,0.654456987,4334.34139978,-0.517862079
2024-04-19 00:00,2.002221644,2.002221644,1.975431915,1.98882678,1.975431915,-1.338000195,12469.552253264,187.691972162
2024-04-19 01:00,1.975431915,1.975431915,1.933350534,1.954391224,1.933350534,-2.130236959,10602.209446517,-14.975219389
2024-04-19 02:00,1.933350534,1.933350534,1.856161248,1.894755891,1.856161248,-3.992513768,13659.6072868,28.837365039
2024-04-19 03:00,1.856161248,1.932267025,1.856161248,1.894214137,1.932267025,4.100170594,5197.560875495,-61.949412114
2024-04-19 04:00,1.932267025,1.952068815,1.932267025,1.94216792,1.952068815,1.02479569,4809.294802825,-7.470159214
2024-04-19 05:00,1.952068815,1.952068815,1.948841897,1.950455356,1.948841897,-0.165307576,214.372608673,-95.542535497
2024-04-19 06:00,1.948841897,1.995198904,1.944727062,1.969962983,1.995198904,2.378695138,7808.824160723,3542.640824809
2024-04-19 07:00,1.995198904,2.036364725,1.995198904,2.015781815,2.036364725,2.06324392,6661.339401853,-14.694718888
2024-04-19 09:00,2.036364725,2.042342746,2.032912514,2.03762763,2.032912514,-0.169528096,5910.11452534,-11.27738479
2024-04-19 12:00,2.032912514,2.032912514,2.0148973,2.023904907,2.0148973,-0.886177549,13456.15426128,127.68009323
2024-04-19 13:00,2.0148973,2.023509525,2.0148973,2.019203413,2.023509525,0.427427504,5548.660268796,-58.764888087
2024-04-19 14:00,2.023509525,2.023509525,1.993720194,2.00861486,1.993720194,-1.472161649,5658.404942003,1.977858941
2024-04-19 15:00,1.993720194,2.017618036,1.993720194,2.005669115,2.017618036,1.19865578,5303.882897797,-6.265406026
2024-04-19 16:00,2.017618036,2.017618036,2.012923464,2.01527075,2.012923464,-0.232678953,1916.703248665,-63.86226307
2024-04-19 17:00,2.012923464,2.012923464,2.012867856,2.01289566,2.012867856,-0.002762528,571.503539892,-70.182993101
2024-04-19 18:00,2.012867856,2.012867856,2.00567476,2.009271308,2.00567476,-0.3573556,4732.895333412,728.148034621
2024-04-19 19:00,2.00567476,2.00567476,1.999346008,2.002510384,1.999346008,-0.315542314,5402.674437622,14.151572283
2024-04-19 20:00,1.999346008,2.002114337,1.998437736,2.000276036,1.998437736,-0.045428454,5321.109602688,-1.509712197
2024-04-19 21:00,1.998437736,2.003933515,1.998437736,2.001185625,2.003933515,0.275003788,177.485445935,-96.664503098
2024-04-19 23:00,2.003933515,2.003933515,1.978092519,1.991013017,1.978092519,-1.289513648,3861.235460068,2075.522302535
2024-04-20 01:00,1.978092519,1.991598388,1.978092519,1.984845453,1.991598388,0.68277234,8125.365834142,110.434352377
2024-04-20 02:00,1.991598388,1.991598388,1.985448583,1.988523485,1.985448583,-0.308787383,47.169276081,-99.419481202
2024-04-20 03:00,1.985448583,1.986348366,1.985448583,1.985898474,1.986348366,0.045318867,3526.797200973,7376.894906966
2024-04-20 09:00,1.986348366,1.986348366,1.963427971,1.974888168,1.963427971,-1.153896027,9182.717806309,160.369884715
2024-04-20 12:00,1.963427971,1.976914974,1.963427971,1.970171473,1.976914974,0.686911023,839.489370114,-90.857942193
2024-04-20 13:00,1.976914974,2.006378805,1.976914974,1.991646889,2.006378805,1.490394424,16578.572118013,1874.840028737
2024-04-20 15:00,2.006378805,2.041344136,2.006378805,2.02386147,2.041344136,1.742708371,5564.552492231,-66.435272877
2024-04-20 16:00,2.041344136,2.058692015,2.041344136,2.050018076,2.049301912,0.389830184,15705.46267756,182.241252994
2024-04-20 17:00,2.049301912,2.105517347,2.049301912,2.077409629,2.105517347,2.743150482,19391.538142165,23.470021484
2024-04-20 18:00,2.105517347,2.111619698,2.086710123,2.099164911,2.086710123,-0.893235269,9325.627729303,-51.908777628
2024-04-20 19:00,2.086710123,2.086710123,2.086551232,2.086630678,2.086551232,-0.007614449,101.37982364,-98.912890085
2024-04-20 21:00,2.086551232,2.109402314,2.086551232,2.097976773,2.109402314,1.095160375,3972.672405366,3818.602600338
2024-04-21 00:00,2.109402314,2.109402314,2.085756666,2.09757949,2.085756666,-1.120964371,4535.318325144,14.162907543
2024-04-21 01:00,2.085756666,2.107098308,2.085756666,2.096427487,2.107098308,1.023208612,8405.03225084,85.323976142
2024-04-21 03:00,2.107098308,2.122854852,2.107098308,2.11497658,2.122854852,0.747784031,3402.931349621,-59.513167254
2024-04-21 04:00,2.122854852,2.122854852,2.09797648,2.110415666,2.09797648,-1.171929966,8527.470608196,150.591908331
2024-04-21 05:00,2.09797648,2.102538893,2.097641973,2.100090433,2.097641973,-0.015944284,7517.358397919,-11.845390699
2024-04-21 07:00,2.097641973,2.106690643,2.097641973,2.102166308,2.106690643,0.431373416,4138.501899944,-44.947391346
2024-04-21 08:00,2.106690643,2.129213074,2.106690643,2.117951859,2.107291825,0.028536793,25940.194756182,526.801566928
2024-04-21 10:00,2.107291825,2.115747468,2.107291825,2.111519647,2.115747468,0.401256423,5548.81675465,-78.609193929
2024-04-21 11:00,2.115747468,2.120796735,2.102936221,2.111866478,2.106376522,-0.442914232,13178.779719091,137.506126113
2024-04-21 12:00,2.106376522,2.106376522,2.100144939,2.10326073,2.100144939,-0.295843724,4369.469984889,-66.844654224
2024-04-21 13:00,2.100144939,2.100144939,2.090400503,2.095272721,2.090400503,-0.463988758,4192.643553422,-4.046862253
2024-04-21 17:00,2.090400503,2.090400503,2.064382549,2.077391526,2.067636426,-1.088981602,16703.945416913,298.410816567
2024-04-21 20:00,2.067636426,2.081736759,2.067636426,2.074686592,2.081736759,0.68195417,3112.5016125,-81.366667965
2024-04-21 22:00,2.081736759,2.081736759,2.080317422,2.08102709,2.080317422,-0.068180395,347.119978808,-88.847556659
2024-04-22 00:00,2.080317422,2.10368835,2.080317422,2.092002886,2.085167938,0.233162293,16544.170703086,4666.124600459
2024-04-22 01:00,2.085167938,2.085167938,2.080422728,2.082795333,2.080422728,-0.227569673,310.769915506,-98.121574535
2024-04-22 02:00,2.080422728,2.093998506,2.080422728,2.087210617,2.093998506,0.652548997,4291.448723936,1280.908675456
2024-04-22 03:00,2.093998506,2.121900891,2.093998506,2.107949698,2.121900891,1.332493083,10987.392655609,156.029918156
2024-04-22 04:00,2.121900891,2.144283168,2.121900891,2.133092029,2.134257063,0.582316173,4604.574099686,-58.092204001
2024-04-22 05:00,2.134257063,2.138756572,2.134257063,2.136506818,2.138363,0.192382486,13139.357836073,185.354466051
2024-04-22 06:00,2.138363,2.159886706,2.138363,2.149124853,2.159886706,1.006550611,7618.037100348,-42.021237298
2024-04-22 07:00,2.159886706,2.159886706,2.133632254,2.14675948,2.133632254,-1.215547653,5980.181856227,-21.499701597
2024-04-22 08:00,2.133632254,2.139985966,2.126098345,2.133042156,2.126098345,-0.353102496,5630.191774878,-5.852498967
